Layer name,0,0,0,1,2,3,4,5,6,7,8,9,19,29,39,49,59,69,79,89,99,109,119,129,139,149,159,169,179,189,199,209,219,229,239,249,259,269,279,289,299,309,319,329,339,349,359,369,379,389,399
0.conv1.weight,0.059671200811862946,0.059671200811862946,0.05983169004321098,0.05997366085648537,0.06016862019896507,0.060394980013370514,0.060619696974754333,0.06088956817984581,0.06119324266910553,0.06151464208960533,0.06186305359005928,0.062237922102212906,0.06615478545427322,0.06997918337583542,0.07335908710956573,0.07641339302062988,0.07901874929666519,0.08143549412488937,0.08366695791482925,0.08567023277282715,0.08757910132408142,0.08928946405649185,0.09085939824581146,0.09232879430055618,0.09362699836492538,0.09483055770397186,0.095911405980587,0.0969611257314682,0.09784715622663498,0.09874141961336136,0.09949620813131332,0.10018604248762131,0.10091260075569153,0.1015365719795227,0.10212412476539612,0.10265329480171204,0.10317359119653702,0.10363782942295074,0.1040804460644722,0.1045033186674118,0.10487988591194153,0.10526184737682343,0.10561434924602509,0.10594720393419266,0.10627210140228271,0.10656291246414185,0.10684732347726822,0.10714111477136612,0.10742486268281937,0.10771065950393677,0.10794193297624588
0.bn1.weight,1.0,1.0,1.000047206878662,0.9999119639396667,0.9998897314071655,0.9998719692230225,0.9998389482498169,0.9997068047523499,0.9997003078460693,0.9996017217636108,0.9995231032371521,0.9994886517524719,0.9979584217071533,0.9962413311004639,0.9946395754814148,0.9928503632545471,0.9915967583656311,0.9901447892189026,0.9887098073959351,0.987453043460846,0.9858530163764954,0.9848508238792419,0.9837965965270996,0.9824637174606323,0.9816654920578003,0.9804567694664001,0.9794217944145203,0.9783918261528015,0.9775322675704956,0.9767633080482483,0.9760936498641968,0.9751015901565552,0.9743500351905823,0.973535418510437,0.9728896021842957,0.9721721410751343,0.9714741110801697,0.9709590673446655,0.9704132080078125,0.9697898626327515,0.9692516326904297,0.9686388969421387,0.9681596755981445,0.9678410887718201,0.9672989249229431,0.966808021068573,0.9663540720939636,0.9659283757209778,0.9653701186180115,0.964835524559021,0.9644671082496643
0.bn1.bias,0.0,0.0,0.0019780697766691446,0.0029645839240401983,0.004027698654681444,0.004986128304153681,0.005981156602501869,0.006618996150791645,0.0071894265711307526,0.007832947187125683,0.008486136794090271,0.009323980659246445,0.017487112432718277,0.025845983996987343,0.03226960450410843,0.037097226828336716,0.04067884013056755,0.04396442323923111,0.04737117141485214,0.05035202577710152,0.05352519080042839,0.05585047975182533,0.0584273636341095,0.061195556074380875,0.06352829933166504,0.06577704101800919,0.0671781450510025,0.06866799294948578,0.06998369097709656,0.07127047330141068,0.07222237437963486,0.07411998510360718,0.07536143809556961,0.07624774426221848,0.07709740102291107,0.07835796475410461,0.0796421691775322,0.0802176296710968,0.0812123566865921,0.08191054314374924,0.08256661891937256,0.08351738750934601,0.08386389911174774,0.08464919030666351,0.08470796048641205,0.08540952205657959,0.08620653301477432,0.08673006296157837,0.0871831625699997,0.08774740248918533,0.08813174813985825
0.layer1.0.conv1.weight,0.058602239936590195,0.058602239936590195,0.05860525369644165,0.058608755469322205,0.05861296504735947,0.05861824378371239,0.05862373858690262,0.05863029882311821,0.05863752216100693,0.05864524841308594,0.05865388363599777,0.058662544935941696,0.058756273239851,0.05884991213679314,0.05893619358539581,0.05901719257235527,0.05909038707613945,0.05915975198149681,0.05922677740454674,0.05929006636142731,0.059351980686187744,0.05940956622362137,0.0594635009765625,0.05951368063688278,0.059559211134910583,0.059602390974760056,0.05964016169309616,0.059676527976989746,0.059708915650844574,0.05973953753709793,0.059765513986349106,0.059789180755615234,0.05981258675456047,0.059833209961652756,0.05985220521688461,0.05986928939819336,0.05988497659564018,0.059897683560848236,0.059909969568252563,0.059921495616436005,0.05993069335818291,0.059940315783023834,0.059948645532131195,0.059955473989248276,0.05996225029230118,0.0599675253033638,0.05997199937701225,0.05997716635465622,0.05998193472623825,0.059986524283885956,0.05998906120657921
0.layer1.0.bn1.weight,1.0,1.0,0.9999808669090271,0.9999608993530273,0.9999411106109619,0.9999210238456726,0.9999010562896729,0.9998809099197388,0.9998608827590942,0.9998413920402527,0.9998214840888977,0.9998012185096741,0.9995949268341064,0.9993911981582642,0.9991836547851562,0.9989674687385559,0.9987559914588928,0.9985623359680176,0.998362123966217,0.9981545805931091,0.9979606866836548,0.9977510571479797,0.9975507259368896,0.9973597526550293,0.9971579313278198,0.996956467628479,0.996758759021759,0.9965688586235046,0.9963750839233398,0.9961764812469482,0.9959777593612671,0.9957859516143799,0.9955887794494629,0.9953981637954712,0.9952072501182556,0.9950028657913208,0.9948087334632874,0.9946178793907166,0.9944234490394592,0.9942286014556885,0.9940418601036072,0.9938425421714783,0.9936468601226807,0.993461549282074,0.9932640194892883,0.993073582649231,0.9928743243217468,0.9926814436912537,0.9924973845481873,0.9923078417778015,0.9921174645423889
0.layer1.0.bn1.bias,0.0,0.0,0.0013792973477393389,0.0019815322011709213,0.002415030961856246,0.002916634315624833,0.0033521486911922693,0.0038319239392876625,0.004272450227290392,0.004575320519506931,0.004968839231878519,0.005404532887041569,0.009228307753801346,0.011692160740494728,0.014004748314619064,0.01648339070379734,0.018335629254579544,0.019102422520518303,0.020128630101680756,0.021454518660902977,0.022088641300797462,0.02336559072136879,0.024188628420233727,0.024577338248491287,0.025352519005537033,0.026072625070810318,0.026597561314702034,0.026820048689842224,0.02715122699737549,0.02763531357049942,0.028090842068195343,0.028284650295972824,0.02865106612443924,0.02876453474164009,0.028882233425974846,0.029446981847286224,0.02964896522462368,0.029723169282078743,0.029902318492531776,0.030085254460573196,0.03000127710402012,0.030332569032907486,0.030528521165251732,0.03037486970424652,0.030620848760008812,0.03062271885573864,0.03090653195977211,0.031003834679722786,0.030803963541984558,0.0307780709117651,0.03076891228556633
0.layer1.0.conv2.weight,0.05890200659632683,0.05890200659632683,0.05890321359038353,0.0589047335088253,0.05890678986907005,0.05890941619873047,0.05891222506761551,0.05891573056578636,0.058919526636600494,0.05892375111579895,0.05892864614725113,0.05893349274992943,0.058988846838474274,0.059043221175670624,0.05909266695380211,0.059138305485248566,0.059179648756980896,0.059218861162662506,0.05925601348280907,0.05929111689329147,0.05932585895061493,0.059357769787311554,0.05938782915472984,0.05941542237997055,0.05944056436419487,0.05946391820907593,0.05948437750339508,0.05950377508997917,0.05952032655477524,0.05953560769557953,0.05954861640930176,0.059560056775808334,0.05957086384296417,0.05957987159490585,0.05958813428878784,0.059595294296741486,0.059601493179798126,0.05960598587989807,0.059609897434711456,0.059613317251205444,0.05961581692099571,0.05961815267801285,0.05961983650922775,0.059620559215545654,0.05962114781141281,0.0596206858754158,0.05961981415748596,0.059619344770908356,0.059618689119815826,0.059617891907691956,0.05961580574512482
0.layer1.0.bn2.weight,1.0,1.0,0.9999467134475708,0.9999948143959045,0.9999527931213379,0.9999474883079529,0.9998157024383545,0.9997879266738892,0.9996547102928162,0.9995903968811035,0.9994520545005798,0.9993065595626831,0.999052882194519,0.9990196228027344,0.9991678595542908,0.9994791150093079,0.9992249011993408,0.9990739822387695,0.9989683032035828,0.9984807372093201,0.9985673427581787,0.9981296062469482,0.9977096319198608,0.9975734949111938,0.9972243905067444,0.997008204460144,0.996506929397583,0.9964947700500488,0.996261715888977,0.99601811170578,0.9956517815589905,0.9954930543899536,0.9953746199607849,0.9952467679977417,0.9949444532394409,0.9946327805519104,0.9944922924041748,0.9941842555999756,0.9941044449806213,0.993838369846344,0.9935665130615234,0.9935203790664673,0.9932796359062195,0.9928815960884094,0.9928266406059265,0.9924889802932739,0.9922450184822083,0.992074728012085,0.991949200630188,0.9918575882911682,0.9916353821754456
0.layer1.0.bn2.bias,0.0,0.0,0.0009272649185732007,0.001552326837554574,0.002000114880502224,0.00245130923576653,0.002872150158509612,0.003165571019053459,0.0035724658519029617,0.003842922393232584,0.004109902307391167,0.0043995436280965805,0.006963602267205715,0.009498097002506256,0.012020530179142952,0.01361298467963934,0.015498002991080284,0.016714688390493393,0.018236521631479263,0.01946042664349079,0.020497934892773628,0.021536149084568024,0.022572360932826996,0.02337143011391163,0.02443184331059456,0.02545541524887085,0.026154806837439537,0.026501698419451714,0.027246495708823204,0.02777085080742836,0.0283540990203619,0.029007187113165855,0.02931387536227703,0.029643066227436066,0.030203958973288536,0.03073219209909439,0.030937431380152702,0.031388673931360245,0.03168573975563049,0.03204088658094406,0.03230514004826546,0.032590266317129135,0.03287642076611519,0.03319096565246582,0.03319627791643143,0.03326011449098587,0.0334194041788578,0.03353308513760567,0.033546123653650284,0.03369782492518425,0.033907320350408554
